order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,Profit,year,month,day,hour,day_of_week
47,2012-03-29 17:49:00,1605,1598,1,1,49.99,19.49,30.500000000000004,2012,3,29,17,3
48,2012-03-29 23:09:00,1643,1635,1,1,49.99,19.49,30.500000000000004,2012,3,29,23,3
49,2012-03-30 00:25:00,1646,1638,1,1,49.99,19.49,30.500000000000004,2012,3,30,0,4
50,2012-03-30 02:27:00,1654,1646,1,1,49.99,19.49,30.500000000000004,2012,3,30,2,4
51,2012-03-30 10:06:00,1685,1677,1,1,49.99,19.49,30.500000000000004,2012,3,30,10,4
52,2012-03-30 10:24:00,1691,1683,1,1,49.99,19.49,30.500000000000004,2012,3,30,10,4
53,2012-03-30 12:47:00,1709,1701,1,1,49.99,19.49,30.500000000000004,2012,3,30,12,4
54,2012-03-30 14:26:00,1726,1718,1,1,49.99,19.49,30.500000000000004,2012,3,30,14,4
55,2012-03-30 14:39:00,1729,1721,1,1,49.99,19.49,30.500000000000004,2012,3,30,14,4
56,2012-03-31 00:22:00,1790,1782,1,1,49.99,19.49,30.500000000000004,2012,3,31,0,5
57,2012-03-31 02:32:00,1802,1794,1,1,49.99,19.49,30.500000000000004,2012,3,31,2,5
58,2012-03-31 06:40:00,1807,1799,1,1,49.99,19.49,30.500000000000004,2012,3,31,6,5
59,2012-03-31 10:25:00,1823,1815,1,1,49.99,19.49,30.500000000000004,2012,3,31,10,5
60,2012-03-31 19:24:00,1863,1855,1,1,49.99,19.49,30.500000000000004,2012,3,31,19,5
61,2012-04-01 06:45:00,1890,1882,1,1,49.99,19.49,30.500000000000004,2012,4,1,6,6
62,2012-04-01 12:38:00,1912,1902,1,1,49.99,19.49,30.500000000000004,2012,4,1,12,6
63,2012-04-01 17:33:00,1939,1929,1,1,49.99,19.49,30.500000000000004,2012,4,1,17,6
64,2012-04-01 18:26:00,1944,1934,1,1,49.99,19.49,30.500000000000004,2012,4,1,18,6
65,2012-04-02 11:07:00,2036,2025,1,1,49.99,19.49,30.500000000000004,2012,4,2,11,0
66,2012-04-02 16:32:00,2089,2076,1,1,49.99,19.49,30.500000000000004,2012,4,2,16,0
67,2012-04-02 17:17:00,2102,2089,1,1,49.99,19.49,30.500000000000004,2012,4,2,17,0
68,2012-04-02 18:36:00,2115,2102,1,1,49.99,19.49,30.500000000000004,2012,4,2,18,0
69,2012-04-03 10:29:00,2210,2196,1,1,49.99,19.49,30.500000000000004,2012,4,3,10,1
70,2012-04-03 11:53:00,2231,2217,1,1,49.99,19.49,30.500000000000004,2012,4,3,11,1
71,2012-04-03 15:03:00,2262,2247,1,1,49.99,19.49,30.500000000000004,2012,4,3,15,1
72,2012-04-03 16:31:00,2291,2276,1,1,49.99,19.49,30.500000000000004,2012,4,3,16,1
73,2012-04-03 16:36:00,2295,1752,1,1,49.99,19.49,30.500000000000004,2012,4,3,16,1
74,2012-04-03 19:09:00,2325,2309,1,1,49.99,19.49,30.500000000000004,2012,4,3,19,1
75,2012-04-04 07:47:00,2392,2376,1,1,49.99,19.49,30.500000000000004,2012,4,4,7,2
76,2012-04-04 11:13:00,2422,2405,1,1,49.99,19.49,30.500000000000004,2012,4,4,11,2
77,2012-04-04 11:34:00,2431,2414,1,1,49.99,19.49,30.500000000000004,2012,4,4,11,2
78,2012-04-04 18:21:00,2514,2495,1,1,49.99,19.49,30.500000000000004,2012,4,4,18,2
79,2012-04-04 19:00:00,2522,2503,1,1,49.99,19.49,30.500000000000004,2012,4,4,19,2
80,2012-04-05 10:34:00,2624,383,1,1,49.99,19.49,30.500000000000004,2012,4,5,10,3
81,2012-04-05 13:15:00,2668,2644,1,1,49.99,19.49,30.500000000000004,2012,4,5,13,3
82,2012-04-05 20:11:00,2770,2746,1,1,49.99,19.49,30.500000000000004,2012,4,5,20,3
83,2012-04-06 04:04:00,2810,2786,1,1,49.99,19.49,30.500000000000004,2012,4,6,4,4
84,2012-04-06 12:16:00,2879,2854,1,1,49.99,19.49,30.500000000000004,2012,4,6,12,4
85,2012-04-06 17:13:00,2942,2916,1,1,49.99,19.49,30.500000000000004,2012,4,6,17,4
86,2012-04-06 22:48:00,2982,2956,1,1,49.99,19.49,30.500000000000004,2012,4,6,22,4
87,2012-04-07 04:47:00,3000,2972,1,1,49.99,19.49,30.500000000000004,2012,4,7,4,5
88,2012-04-07 16:15:00,3040,3012,1,1,49.99,19.49,30.500000000000004,2012,4,7,16,5
89,2012-04-07 16:55:00,3044,3016,1,1,49.99,19.49,30.500000000000004,2012,4,7,16,5
90,2012-04-08 02:25:00,3077,3048,1,1,49.99,19.49,30.500000000000004,2012,4,8,2,6
91,2012-04-08 05:52:00,3082,3053,1,1,49.99,19.49,30.500000000000004,2012,4,8,5,6
92,2012-04-08 20:50:00,3137,3107,1,1,49.99,19.49,30.500000000000004,2012,4,8,20,6
93,2012-04-08 21:10:00,3139,3109,1,1,49.99,19.49,30.500000000000004,2012,4,8,21,6
94,2012-04-08 22:33:00,3147,3116,1,1,49.99,19.49,30.500000000000004,2012,4,8,22,6
95,2012-04-09 09:49:00,3189,3158,1,1,49.99,19.49,30.500000000000004,2012,4,9,9,0
96,2012-04-09 09:50:00,3188,3157,1,1,49.99,19.49,30.500000000000004,2012,4,9,9,0
97,2012-04-09 11:25:00,3208,3177,1,1,49.99,19.49,30.500000000000004,2012,4,9,11,0
98,2012-04-09 15:01:00,3247,3215,1,1,49.99,19.49,30.500000000000004,2012,4,9,15,0
99,2012-04-09 19:48:00,3295,3263,1,1,49.99,19.49,30.500000000000004,2012,4,9,19,0
100,2012-04-09 20:28:00,3299,3267,1,1,49.99,19.49,30.500000000000004,2012,4,9,20,0
101,2012-04-09 22:56:00,3318,3285,1,1,49.99,19.49,30.500000000000004,2012,4,9,22,0
102,2012-04-09 23:25:00,3322,3289,1,1,49.99,19.49,30.500000000000004,2012,4,9,23,0
103,2012-04-10 14:21:00,3421,3386,1,1,49.99,19.49,30.500000000000004,2012,4,10,14,1
104,2012-04-10 16:40:00,3446,3411,1,1,49.99,19.49,30.500000000000004,2012,4,10,16,1
105,2012-04-10 22:27:00,3496,3460,1,1,49.99,19.49,30.500000000000004,2012,4,10,22,1
106,2012-04-11 14:13:00,3604,3565,1,1,49.99,19.49,30.500000000000004,2012,4,11,14,2
107,2012-04-11 15:22:00,3618,3579,1,1,49.99,19.49,30.500000000000004,2012,4,11,15,2
108,2012-04-11 16:38:00,3642,3602,1,1,49.99,19.49,30.500000000000004,2012,4,11,16,2
109,2012-04-11 20:19:00,3683,3642,1,1,49.99,19.49,30.500000000000004,2012,4,11,20,2
110,2012-04-11 21:59:00,3689,3648,1,1,49.99,19.49,30.500000000000004,2012,4,11,21,2
111,2012-04-12 10:03:00,3746,3703,1,1,49.99,19.49,30.500000000000004,2012,4,12,10,3
112,2012-04-12 10:51:00,3765,3722,1,1,49.99,19.49,30.500000000000004,2012,4,12,10,3
113,2012-04-12 13:30:00,3789,811,1,1,49.99,19.49,30.500000000000004,2012,4,12,13,3
114,2012-04-12 15:50:00,3807,3761,1,1,49.99,19.49,30.500000000000004,2012,4,12,15,3
115,2012-04-13 02:13:00,3873,3824,1,1,49.99,19.49,30.500000000000004,2012,4,13,2,4
116,2012-04-13 14:53:00,3947,3895,1,1,49.99,19.49,30.500000000000004,2012,4,13,14,4
117,2012-04-14 23:26:00,4100,4047,1,1,49.99,19.49,30.500000000000004,2012,4,14,23,5
118,2012-04-15 09:00:00,4119,4065,1,1,49.99,19.49,30.500000000000004,2012,4,15,9,6
119,2012-04-15 13:20:00,4130,4076,1,1,49.99,19.49,30.500000000000004,2012,4,15,13,6
120,2012-04-15 15:10:00,4136,4082,1,1,49.99,19.49,30.500000000000004,2012,4,15,15,6
121,2012-04-15 16:36:00,4140,4086,1,1,49.99,19.49,30.500000000000004,2012,4,15,16,6
122,2012-04-16 13:22:00,4224,3313,1,1,49.99,19.49,30.500000000000004,2012,4,16,13,0
123,2012-04-16 14:54:00,4232,4174,1,1,49.99,19.49,30.500000000000004,2012,4,16,14,0
124,2012-04-16 15:03:00,4235,4177,1,1,49.99,19.49,30.500000000000004,2012,4,16,15,0
125,2012-04-16 17:59:00,4249,4191,1,1,49.99,19.49,30.500000000000004,2012,4,16,17,0
126,2012-04-16 19:33:00,4258,167,1,1,49.99,19.49,30.500000000000004,2012,4,16,19,0
127,2012-04-17 19:20:00,4372,455,1,1,49.99,19.49,30.500000000000004,2012,4,17,19,1
128,2012-04-18 10:28:00,4420,4346,1,1,49.99,19.49,30.500000000000004,2012,4,18,10,2
129,2012-04-18 12:10:00,4437,4362,1,1,49.99,19.49,30.500000000000004,2012,4,18,12,2
130,2012-04-18 18:51:00,4490,755,1,1,49.99,19.49,30.500000000000004,2012,4,18,18,2
131,2012-04-18 19:59:00,4501,4423,1,1,49.99,19.49,30.500000000000004,2012,4,18,19,2
132,2012-04-19 07:42:00,4531,59,1,1,49.99,19.49,30.500000000000004,2012,4,19,7,3
133,2012-04-19 13:21:00,4559,4474,1,1,49.99,19.49,30.500000000000004,2012,4,19,13,3
134,2012-04-19 14:19:00,4566,4480,1,1,49.99,19.49,30.500000000000004,2012,4,19,14,3
135,2012-04-19 14:20:00,4567,4481,1,1,49.99,19.49,30.500000000000004,2012,4,19,14,3
136,2012-04-19 19:02:00,4605,4519,1,1,49.99,19.49,30.500000000000004,2012,4,19,19,3
137,2012-04-19 21:50:00,4620,4533,1,1,49.99,19.49,30.500000000000004,2012,4,19,21,3
138,2012-04-20 14:02:00,4685,4590,1,1,49.99,19.49,30.500000000000004,2012,4,20,14,4
139,2012-04-21 17:39:00,4770,4674,1,1,49.99,19.49,30.500000000000004,2012,4,21,17,5
140,2012-04-22 11:01:00,4801,4704,1,1,49.99,19.49,30.500000000000004,2012,4,22,11,6
141,2012-04-22 16:58:00,4815,4718,1,1,49.99,19.49,30.500000000000004,2012,4,22,16,6
142,2012-04-22 21:22:00,4828,4728,1,1,49.99,19.49,30.500000000000004,2012,4,22,21,6
143,2012-04-23 11:07:00,4878,4774,1,1,49.99,19.49,30.500000000000004,2012,4,23,11,0
144,2012-04-23 11:27:00,4881,4777,1,1,49.99,19.49,30.500000000000004,2012,4,23,11,0
145,2012-04-23 12:31:00,4889,4785,1,1,49.99,19.49,30.500000000000004,2012,4,23,12,0
146,2012-04-23 17:12:00,4923,2368,1,1,49.99,19.49,30.500000000000004,2012,4,23,17,0
147,2012-04-23 20:59:00,4943,4832,1,1,49.99,19.49,30.500000000000004,2012,4,23,20,0
148,2012-04-23 22:39:00,4951,4840,1,1,49.99,19.49,30.500000000000004,2012,4,23,22,0
149,2012-04-23 22:57:00,4952,3291,1,1,49.99,19.49,30.500000000000004,2012,4,23,22,0
150,2012-04-24 19:22:00,5054,4933,1,1,49.99,19.49,30.500000000000004,2012,4,24,19,1
151,2012-04-24 23:13:00,5065,210,1,1,49.99,19.49,30.500000000000004,2012,4,24,23,1
152,2012-04-25 21:05:00,5151,13,1,1,49.99,19.49,30.500000000000004,2012,4,25,21,2
153,2012-04-26 15:35:00,5252,5116,1,1,49.99,19.49,30.500000000000004,2012,4,26,15,3
154,2012-04-26 17:43:00,5270,5134,1,1,49.99,19.49,30.500000000000004,2012,4,26,17,3
155,2012-04-26 22:22:00,5292,5154,1,1,49.99,19.49,30.500000000000004,2012,4,26,22,3
156,2012-04-27 01:22:00,5297,5158,1,1,49.99,19.49,30.500000000000004,2012,4,27,1,4
157,2012-04-27 19:42:00,5386,5243,1,1,49.99,19.49,30.500000000000004,2012,4,27,19,4
158,2012-04-29 16:58:00,5458,5312,1,1,49.99,19.49,30.500000000000004,2012,4,29,16,6
159,2012-04-30 12:14:00,5538,5387,1,1,49.99,19.49,30.500000000000004,2012,4,30,12,0
160,2012-05-01 03:50:00,5619,5461,1,1,49.99,19.49,30.500000000000004,2012,5,1,3,1
161,2012-05-01 10:34:00,5650,5488,1,1,49.99,19.49,30.500000000000004,2012,5,1,10,1
162,2012-05-01 11:20:00,5654,876,1,1,49.99,19.49,30.500000000000004,2012,5,1,11,1
163,2012-05-01 12:10:00,5663,4038,1,1,49.99,19.49,30.500000000000004,2012,5,1,12,1
164,2012-05-01 16:25:00,5705,5539,1,1,49.99,19.49,30.500000000000004,2012,5,1,16,1
165,2012-05-02 11:50:00,5820,5640,1,1,49.99,19.49,30.500000000000004,2012,5,2,11,2
166,2012-05-02 12:56:00,5830,5649,1,1,49.99,19.49,30.500000000000004,2012,5,2,12,2
167,2012-05-02 17:15:00,5870,5688,1,1,49.99,19.49,30.500000000000004,2012,5,2,17,2
168,2012-05-02 17:24:00,5873,5691,1,1,49.99,19.49,30.500000000000004,2012,5,2,17,2
169,2012-05-03 09:03:00,5925,3057,1,1,49.99,19.49,30.500000000000004,2012,5,3,9,3
170,2012-05-03 09:40:00,5927,2617,1,1,49.99,19.49,30.500000000000004,2012,5,3,9,3
171,2012-05-03 15:19:00,5976,5788,1,1,49.99,19.49,30.500000000000004,2012,5,3,15,3
172,2012-05-03 16:24:00,5987,5797,1,1,49.99,19.49,30.500000000000004,2012,5,3,16,3
173,2012-05-03 23:52:00,6017,5824,1,1,49.99,19.49,30.500000000000004,2012,5,3,23,3
174,2012-05-04 05:22:00,6036,5840,1,1,49.99,19.49,30.500000000000004,2012,5,4,5,4
175,2012-05-04 10:24:00,6056,5858,1,1,49.99,19.49,30.500000000000004,2012,5,4,10,4
176,2012-05-04 16:56:00,6123,5918,1,1,49.99,19.49,30.500000000000004,2012,5,4,16,4
177,2012-05-08 15:59:00,6481,6237,1,1,49.99,19.49,30.500000000000004,2012,5,8,15,1
178,2012-05-08 16:18:00,6487,6242,1,1,49.99,19.49,30.500000000000004,2012,5,8,16,1
179,2012-05-09 01:00:00,6536,6288,1,1,49.99,19.49,30.500000000000004,2012,5,9,1,2
180,2012-05-09 01:40:00,6539,6291,1,1,49.99,19.49,30.500000000000004,2012,5,9,1,2
181,2012-05-09 09:04:00,6562,6313,1,1,49.99,19.49,30.500000000000004,2012,5,9,9,2
182,2012-05-09 10:16:00,6571,6322,1,1,49.99,19.49,30.500000000000004,2012,5,9,10,2
183,2012-05-09 13:36:00,6603,6352,1,1,49.99,19.49,30.500000000000004,2012,5,9,13,2
184,2012-05-09 14:59:00,6614,2020,1,1,49.99,19.49,30.500000000000004,2012,5,9,14,2
185,2012-05-09 17:01:00,6629,6374,1,1,49.99,19.49,30.500000000000004,2012,5,9,17,2
186,2012-05-09 17:41:00,6637,6381,1,1,49.99,19.49,30.500000000000004,2012,5,9,17,2
187,2012-05-10 09:54:00,6692,6433,1,1,49.99,19.49,30.500000000000004,2012,5,10,9,3
188,2012-05-10 18:45:00,6765,6500,1,1,49.99,19.49,30.500000000000004,2012,5,10,18,3
189,2012-05-10 21:29:00,6781,6515,1,1,49.99,19.49,30.500000000000004,2012,5,10,21,3
190,2012-05-11 11:10:00,6836,6565,1,1,49.99,19.49,30.500000000000004,2012,5,11,11,4
191,2012-05-11 15:06:00,6889,5115,1,1,49.99,19.49,30.500000000000004,2012,5,11,15,4
192,2012-05-11 21:20:00,6927,6648,1,1,49.99,19.49,30.500000000000004,2012,5,11,21,4
193,2012-05-12 20:44:00,6993,6711,1,1,49.99,19.49,30.500000000000004,2012,5,12,20,5
194,2012-05-13 08:21:00,7018,6732,1,1,49.99,19.49,30.500000000000004,2012,5,13,8,6
195,2012-05-13 15:56:00,7035,6747,1,1,49.99,19.49,30.500000000000004,2012,5,13,15,6
196,2012-05-13 17:04:00,7042,6754,1,1,49.99,19.49,30.500000000000004,2012,5,13,17,6
197,2012-05-14 18:33:00,7140,3659,1,1,49.99,19.49,30.500000000000004,2012,5,14,18,0
198,2012-05-14 18:51:00,7144,6841,1,1,49.99,19.49,30.500000000000004,2012,5,14,18,0
199,2012-05-15 03:20:00,7175,6869,1,1,49.99,19.49,30.500000000000004,2012,5,15,3,1
200,2012-05-15 05:20:00,7178,3123,1,1,49.99,19.49,30.500000000000004,2012,5,15,5,1
201,2012-05-15 05:28:00,7179,6872,1,1,49.99,19.49,30.500000000000004,2012,5,15,5,1
202,2012-05-15 08:13:00,7188,6880,1,1,49.99,19.49,30.500000000000004,2012,5,15,8,1
203,2012-05-15 08:56:00,7191,6882,1,1,49.99,19.49,30.500000000000004,2012,5,15,8,1
204,2012-05-15 15:06:00,7240,6929,1,1,49.99,19.49,30.500000000000004,2012,5,15,15,1
205,2012-05-15 15:29:00,7245,872,1,1,49.99,19.49,30.500000000000004,2012,5,15,15,1
206,2012-05-15 17:26:00,7263,6948,1,1,49.99,19.49,30.500000000000004,2012,5,15,17,1
207,2012-05-16 05:07:00,7311,6994,1,1,49.99,19.49,30.500000000000004,2012,5,16,5,2
208,2012-05-16 05:33:00,7312,6995,1,1,49.99,19.49,30.500000000000004,2012,5,16,5,2
209,2012-05-17 00:34:00,7421,7097,1,1,49.99,19.49,30.500000000000004,2012,5,17,0,3
210,2012-05-17 16:23:00,7507,7176,1,1,49.99,19.49,30.500000000000004,2012,5,17,16,3
211,2012-05-17 19:33:00,7528,7195,1,1,49.99,19.49,30.500000000000004,2012,5,17,19,3
212,2012-05-18 10:29:00,7577,4607,1,1,49.99,19.49,30.500000000000004,2012,5,18,10,4
213,2012-05-18 11:38:00,7590,7248,1,1,49.99,19.49,30.500000000000004,2012,5,18,11,4
214,2012-05-18 13:43:00,7597,3264,1,1,49.99,19.49,30.500000000000004,2012,5,18,13,4
215,2012-05-18 14:24:00,7604,7260,1,1,49.99,19.49,30.500000000000004,2012,5,18,14,4
216,2012-05-19 03:45:00,7663,7314,1,1,49.99,19.49,30.500000000000004,2012,5,19,3,5
217,2012-05-20 00:54:00,7710,7355,1,1,49.99,19.49,30.500000000000004,2012,5,20,0,6
218,2012-05-20 09:53:00,7734,7379,1,1,49.99,19.49,30.500000000000004,2012,5,20,9,6
219,2012-05-20 22:54:00,7787,7425,1,1,49.99,19.49,30.500000000000004,2012,5,20,22,6
220,2012-05-20 23:15:00,7792,7430,1,1,49.99,19.49,30.500000000000004,2012,5,20,23,6
221,2012-05-20 23:36:00,7795,7432,1,1,49.99,19.49,30.500000000000004,2012,5,20,23,6
222,2012-05-21 05:26:00,7820,7455,1,1,49.99,19.49,30.500000000000004,2012,5,21,5,0
223,2012-05-21 11:52:00,7864,7498,1,1,49.99,19.49,30.500000000000004,2012,5,21,11,0
224,2012-05-21 16:48:00,7906,7533,1,1,49.99,19.49,30.500000000000004,2012,5,21,16,0
225,2012-05-21 22:15:00,7947,7569,1,1,49.99,19.49,30.500000000000004,2012,5,21,22,0
226,2012-05-22 05:15:00,7973,7594,1,1,49.99,19.49,30.500000000000004,2012,5,22,5,1
227,2012-05-22 06:15:00,7978,7599,1,1,49.99,19.49,30.500000000000004,2012,5,22,6,1
228,2012-05-22 11:40:00,8001,4430,1,1,49.99,19.49,30.500000000000004,2012,5,22,11,1
229,2012-05-22 13:00:00,8011,7630,1,1,49.99,19.49,30.500000000000004,2012,5,22,13,1
230,2012-05-22 16:53:00,8060,1997,1,1,49.99,19.49,30.500000000000004,2012,5,22,16,1
231,2012-05-23 03:29:00,8130,7735,1,1,49.99,19.49,30.500000000000004,2012,5,23,3,2
232,2012-05-23 22:13:00,8265,4098,1,1,49.99,19.49,30.500000000000004,2012,5,23,22,2
233,2012-05-23 23:24:00,8272,7867,1,1,49.99,19.49,30.500000000000004,2012,5,23,23,2
234,2012-05-24 19:34:00,8435,8016,1,1,49.99,19.49,30.500000000000004,2012,5,24,19,3
235,2012-05-24 20:47:00,8447,8026,1,1,49.99,19.49,30.500000000000004,2012,5,24,20,3
236,2012-05-25 04:56:00,8479,8053,1,1,49.99,19.49,30.500000000000004,2012,5,25,4,4
237,2012-05-25 05:03:00,8480,8054,1,1,49.99,19.49,30.500000000000004,2012,5,25,5,4
238,2012-05-25 11:32:00,8519,8090,1,1,49.99,19.49,30.500000000000004,2012,5,25,11,4
239,2012-05-25 14:34:00,8543,8114,1,1,49.99,19.49,30.500000000000004,2012,5,25,14,4
240,2012-05-25 14:47:00,8546,8116,1,1,49.99,19.49,30.500000000000004,2012,5,25,14,4
241,2012-05-25 16:22:00,8569,8136,1,1,49.99,19.49,30.500000000000004,2012,5,25,16,4
242,2012-05-26 13:48:00,8642,8202,1,1,49.99,19.49,30.500000000000004,2012,5,26,13,5
243,2012-05-26 14:12:00,8643,8203,1,1,49.99,19.49,30.500000000000004,2012,5,26,14,5
244,2012-05-26 17:15:00,8656,8216,1,1,49.99,19.49,30.500000000000004,2012,5,26,17,5
245,2012-05-27 09:35:00,8694,8250,1,1,49.99,19.49,30.500000000000004,2012,5,27,9,6
246,2012-05-27 23:20:00,8738,8289,1,1,49.99,19.49,30.500000000000004,2012,5,27,23,6
247,2012-05-28 01:00:00,8748,8299,1,1,49.99,19.49,30.500000000000004,2012,5,28,1,0
248,2012-05-28 06:32:00,8766,8314,1,1,49.99,19.49,30.500000000000004,2012,5,28,6,0
249,2012-05-28 15:16:00,8810,8353,1,1,49.99,19.49,30.500000000000004,2012,5,28,15,0
250,2012-05-29 06:08:00,8874,8409,1,1,49.99,19.49,30.500000000000004,2012,5,29,6,1
251,2012-05-29 10:25:00,8903,8436,1,1,49.99,19.49,30.500000000000004,2012,5,29,10,1
252,2012-05-29 10:28:00,8905,8438,1,1,49.99,19.49,30.500000000000004,2012,5,29,10,1
253,2012-05-29 11:52:00,8921,8453,1,1,49.99,19.49,30.500000000000004,2012,5,29,11,1
254,2012-05-29 15:26:00,8953,8484,1,1,49.99,19.49,30.500000000000004,2012,5,29,15,1
255,2012-05-29 16:36:00,8963,8493,1,1,49.99,19.49,30.500000000000004,2012,5,29,16,1
256,2012-05-29 17:05:00,8971,8501,1,1,49.99,19.49,30.500000000000004,2012,5,29,17,1
257,2012-05-29 23:52:00,9020,8548,1,1,49.99,19.49,30.500000000000004,2012,5,29,23,1
258,2012-05-30 03:09:00,9032,8559,1,1,49.99,19.49,30.500000000000004,2012,5,30,3,2
259,2012-05-30 07:56:00,9042,8567,1,1,49.99,19.49,30.500000000000004,2012,5,30,7,2
260,2012-05-30 12:03:00,9073,8594,1,1,49.99,19.49,30.500000000000004,2012,5,30,12,2
261,2012-05-30 20:49:00,9166,8676,1,1,49.99,19.49,30.500000000000004,2012,5,30,20,2
262,2012-05-30 23:02:00,9176,8684,1,1,49.99,19.49,30.500000000000004,2012,5,30,23,2
263,2012-05-31 05:33:00,9193,8701,1,1,49.99,19.49,30.500000000000004,2012,5,31,5,3
264,2012-05-31 09:04:00,9216,8721,1,1,49.99,19.49,30.500000000000004,2012,5,31,9,3
265,2012-05-31 11:07:00,9240,7771,1,1,49.99,19.49,30.500000000000004,2012,5,31,11,3
266,2012-05-31 16:48:00,9294,8792,1,1,49.99,19.49,30.500000000000004,2012,5,31,16,3
267,2012-05-31 23:09:00,9342,8836,1,1,49.99,19.49,30.500000000000004,2012,5,31,23,3
268,2012-06-01 06:22:00,9363,8855,1,1,49.99,19.49,30.500000000000004,2012,6,1,6,4
